,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Answers
2845,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,1
9777,298.6,309.6,1387,57.6,50,0,0,0,0,0,0,1
3114,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,2
2564,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,1
5855,301.2,310.9,1424,45.2,68,0,0,0,0,0,0,2
6314,301.0,310.4,1793,25.0,142,0,0,0,0,0,0,2
416,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,1
5864,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,2
539,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,2
1434,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,2
3247,301.0,309.8,1594,31.1,143,0,0,0,0,0,0,2
8169,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,2
9135,297.7,308.8,1404,50.3,97,0,0,0,0,0,0,3
7896,300.8,312.6,1376,53.6,119,0,0,0,0,0,0,1
9388,297.5,307.9,1544,37.9,136,0,0,0,0,0,0,2
6178,301.1,310.9,1282,67.9,10,1,0,0,1,0,0,1
6781,301.3,310.8,1494,35.3,54,0,0,0,0,0,0,2
7004,300.5,310.6,1950,20.3,208,0,0,0,0,0,0,1
6874,300.9,311.3,1295,58.9,77,0,0,0,0,0,0,3
1180,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,3
9182,297.8,309.0,1576,45.0,17,0,0,0,0,0,0,2
7488,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,1
6082,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,1
564,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,3
188,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,1
7355,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,1
8325,298.7,309.5,1500,38.8,116,0,0,0,0,0,0,2
4068,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,1
4014,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,1
9405,297.7,308.1,1469,48.8,183,0,0,0,0,0,0,2
5719,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,1
5319,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,2
2450,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,1
209,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,1
2113,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,1
226,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,1
2352,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,2
5835,301.3,311.2,1668,30.1,18,0,0,0,0,0,0,1
9234,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,1
9493,299.1,309.8,1398,55.4,217,1,0,0,0,1,0,1
3202,300.2,309.2,1430,43.4,24,0,0,0,0,0,0,1
4156,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,2
449,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,1
9984,298.7,308.4,1432,42.8,197,0,0,0,0,0,0,3
296,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,1
1560,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,2
4696,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,1
6888,300.9,311.4,1434,45.4,118,0,0,0,0,0,0,2
6240,301.2,310.7,1394,42.8,168,0,0,0,0,0,0,2
9454,298.4,309.2,1583,35.4,112,0,0,0,0,0,0,1
9103,297.3,308.2,1490,41.0,16,0,0,0,0,0,0,1
2343,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,1
9585,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,2
7631,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,1
1008,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,1
3710,302.2,311.5,1489,38.3,35,0,0,0,0,0,0,1
3679,302.2,311.5,1725,34.0,170,0,0,0,0,0,0,1
6945,300.8,311.4,1852,22.2,53,0,0,0,0,0,0,2
9618,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,1
3865,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,3
5150,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,1
2937,300.7,309.6,1810,26.0,195,0,0,0,0,0,0,1
5776,301.6,311.1,1325,49.2,104,0,0,0,0,0,0,1
8632,297.3,308.3,1590,35.5,59,0,0,0,0,0,0,1
3008,300.4,309.7,1547,38.0,181,0,0,0,0,0,0,2
47,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,1
6217,301.0,310.7,1455,46.1,103,0,0,0,0,0,0,2
526,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,1
9714,299.1,310.1,1894,20.1,106,0,0,0,0,0,0,1
6107,300.9,311.0,1438,49.0,61,0,0,0,0,0,0,1
3671,302.3,311.7,1486,39.6,147,0,0,0,0,0,0,2
8038,300.7,311.8,1486,47.3,19,0,0,0,0,0,0,1
1051,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,1
274,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,1
8413,298.6,309.7,1422,49.7,139,0,0,0,0,0,0,2
7194,300.1,310.1,1380,52.6,59,0,0,0,0,0,0,1
4539,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,1
6835,301.0,310.9,1809,25.7,192,0,0,0,0,0,0,1
8837,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,2
5732,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,1
697,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,2
8092,300.2,311.6,1513,40.8,157,0,0,0,0,0,0,2
9547,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,1
6350,300.1,309.7,1362,49.1,23,0,0,0,0,0,0,1
5020,304.1,313.1,1556,36.3,86,0,0,0,0,0,0,1
9024,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,1
9238,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,2
6962,300.7,311.1,1373,49.9,96,0,0,0,0,0,0,2
9186,297.9,309.0,1629,29.0,26,0,0,0,0,0,0,1
7606,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,2
7673,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,2
835,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,2
5261,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,1
7043,300.7,310.6,2006,19.1,102,0,0,0,0,0,0,2
1172,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,1
2597,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,1
8639,297.5,308.4,1384,56.0,73,0,0,0,0,0,0,1
3608,301.7,310.8,1954,21.6,198,0,0,0,0,0,0,2
1557,298.3,308.4,1585,30.6,127,0,0,0,0,0,0,1
4596,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,1
709,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,2
8023,300.9,312.0,1397,42.7,212,0,0,0,0,0,0,3
4148,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,1
5652,302.4,311.8,1727,26.5,213,0,0,0,0,0,0,1
8693,297.2,308.5,1584,40.0,4,0,0,0,0,0,0,2
2390,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,1
9895,298.8,309.4,1387,54.1,171,0,0,0,0,0,0,1
5502,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,1
2170,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,2
541,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,1
9432,298.0,308.7,1619,40.1,45,0,0,0,0,0,0,1
5131,304.1,313.3,1452,43.9,182,0,0,0,0,0,0,1
4493,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,1
1587,298.2,308.3,1448,43.3,199,0,0,0,0,0,0,2
5638,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,1
9635,299.2,310.2,1609,33.2,156,0,0,0,0,0,0,1
9612,299.0,310.2,1625,31.8,89,0,0,0,0,0,0,2
6911,300.8,311.1,1480,41.1,176,0,0,0,0,0,0,1
1458,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,1
1409,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,1
8762,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,3
5036,304.0,313.2,1615,37.8,127,0,0,0,0,0,0,1
6484,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,3
6426,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,1
6931,300.8,311.4,1521,39.9,15,0,0,0,0,0,0,2
4255,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,2
8503,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,1
2268,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,1
5376,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,3
3768,302.2,311.0,1555,34.2,185,0,0,0,0,0,0,1
828,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,1
6449,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,1
9571,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,1
2793,300.3,309.6,1597,31.8,73,0,0,0,0,0,0,1
2791,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,3
1899,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,1
5474,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,2
4210,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,1
7476,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,1
6136,300.9,310.8,1390,40.6,131,0,0,0,0,0,0,3
9824,298.4,309.3,1504,39.3,192,0,0,0,0,0,0,1
9914,298.5,308.8,1670,29.6,13,0,0,0,0,0,0,1
8359,298.6,309.6,1525,42.4,2,0,0,0,0,0,0,2
813,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,1
720,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,1
4534,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,1
337,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,1
1500,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,2
3691,302.1,311.2,1460,46.9,198,0,0,0,0,0,0,1
4636,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,1
7651,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,2
8233,299.1,310.6,1449,43.2,80,0,0,0,0,0,0,2
2804,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,1
2666,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,3
5532,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,1
9591,299.2,310.4,1570,37.3,37,0,0,0,0,0,0,1
7048,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,1
20,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,3
7527,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,1
5017,303.9,313.0,1483,45.0,78,0,0,0,0,0,0,1
4116,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,2
9799,298.5,309.3,1551,34.7,121,0,0,0,0,0,0,2
732,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,1
2832,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,2
8171,300.0,311.4,1641,34.5,155,0,0,0,0,0,0,3
9946,298.3,307.9,1502,42.0,103,0,0,0,0,0,0,1
8179,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,1
1085,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,1
8574,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,1
6816,300.9,310.7,1477,43.2,143,0,0,0,0,0,0,1
4510,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,1
8877,298.1,309.2,1460,45.8,80,0,0,0,0,0,0,2
469,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,2
3327,301.5,310.6,2432,14.2,126,0,0,0,0,0,0,2
575,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,2
567,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,2
5473,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,1
129,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,1
2230,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,1
7232,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,2
6582,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,1
5201,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,2
6930,300.9,311.5,1836,21.8,12,0,0,0,0,0,0,2
9682,299.1,310.0,1394,46.6,27,0,0,0,0,0,0,1
8758,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,2
7684,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,2
3100,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,1
1473,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,2
5777,301.6,311.1,1408,44.4,106,0,0,0,0,0,0,1
2391,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,1
945,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,2
6260,301.1,310.7,1436,45.3,8,0,0,0,0,0,0,1
2231,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,1
2906,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,1
1253,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,1
4673,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,1
7524,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,1
1846,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,3
2951,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,1
1345,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,1
8125,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,1
5178,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,3
8392,298.5,309.6,1502,39.4,84,0,0,0,0,0,0,2
8087,300.1,311.4,1446,40.6,147,0,0,0,0,0,0,1
857,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,2
63,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,2
6566,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,1
5438,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,1
2272,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,2
4269,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,1
4437,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,1
5213,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,2
5012,303.8,312.9,1815,27.8,66,0,0,0,0,0,0,2
606,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,1
7611,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,1
9501,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,1
5273,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,1
3797,302.1,310.8,1622,36.8,45,0,0,0,0,0,0,1
8562,298.1,308.9,1351,52.4,102,0,0,0,0,0,0,1
9513,299.0,310.2,1598,33.4,44,0,0,0,0,0,0,2
1956,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,2
3430,301.6,310.6,1821,26.2,171,0,0,0,0,0,0,3
4961,303.9,312.7,1800,24.3,158,0,0,0,0,0,0,1
1967,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,1
5637,302.5,312.0,1487,46.1,175,0,0,0,0,0,0,2
8033,300.7,311.9,1485,38.8,9,0,0,0,0,0,0,1
6235,301.3,310.9,1596,33.9,157,0,0,0,0,0,0,1
4084,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,1
938,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,1
3051,300.2,309.3,1366,49.3,59,0,0,0,0,0,0,1
9124,297.4,308.4,1426,50.4,70,0,0,0,0,0,0,1
9448,298.2,309.0,1780,29.3,91,0,0,0,0,0,0,1
3825,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,3
7132,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,1
2491,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,1
1448,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,2
9259,298.2,309.0,1694,28.0,5,0,0,0,0,0,0,2
766,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,1
7340,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,1
9047,297.3,308.4,1488,37.4,69,0,0,0,0,0,0,1
1190,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,1
306,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,1
5788,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,1
8326,298.6,309.5,1523,34.2,119,0,0,0,0,0,0,3
5517,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,1
4951,303.8,312.7,1596,36.6,134,0,0,0,0,0,0,1
5315,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,1
7152,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,1
3731,302.2,311.2,1377,43.0,91,0,0,0,0,0,0,2
1598,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,1
9320,298.4,309.3,1409,43.1,166,0,0,0,0,0,0,1
4495,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,1
6528,301.2,310.5,1546,40.0,55,0,0,0,0,0,0,1
1282,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,1
2372,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,2
4179,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,1
1006,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,1
6856,301.1,311.3,1836,22.8,31,0,0,0,0,0,0,2
9937,298.3,308.1,1505,46.1,80,0,0,0,0,0,0,1
2681,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,1
3549,301.8,310.9,1299,60.4,48,0,0,0,0,0,0,2
2244,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,2
1984,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,2
610,298.1,310.0,1534,33.7,47,0,0,0,0,0,0,1
3648,302.2,311.5,1443,47.0,90,0,0,0,0,0,0,2
8723,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,1
4277,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,1
8691,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,1
3810,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,2
6374,300.0,309.5,1506,38.8,87,0,0,0,0,0,0,1
2340,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,1
6364,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,2
5006,303.7,312.8,1366,47.3,49,0,0,0,0,0,0,2
9600,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,2
6351,300.0,309.7,1542,47.1,25,0,0,0,0,0,0,1
5183,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,2
4407,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,1
2497,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,2
4594,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,2
7986,301.1,312.3,1587,34.5,115,0,0,0,0,0,0,1
1121,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,1
3109,299.9,309.2,1491,44.3,214,0,0,0,0,0,0,1
483,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,1
6546,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,2
5730,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,1
3660,302.3,311.6,1398,49.1,119,0,0,0,0,0,0,1
871,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,1
9018,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,1
3905,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,2
4803,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,1
6245,300.9,310.4,1445,41.7,180,0,0,0,0,0,0,1
8950,297.4,308.2,1419,50.0,52,0,0,0,0,0,0,1
6997,300.6,310.7,1566,38.2,187,0,0,0,0,0,0,2
724,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,1
8752,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,2
554,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,3
2405,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,1
342,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,1
612,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,1
672,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,2
7629,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,2
6069,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,1
8282,298.9,310.7,1638,33.6,218,0,0,0,0,0,0,2
1527,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,3
7634,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,2
4458,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,1
6354,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,1
715,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,1
7667,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,1
6752,301.6,310.9,1706,29.5,193,0,0,0,0,0,0,1
4970,303.8,312.6,1565,36.0,179,0,0,0,0,0,0,1
8932,297.4,308.4,1474,43.6,4,0,0,0,0,0,0,1
8126,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,1
2776,300.1,309.4,1453,47.6,28,0,0,0,0,0,0,1
2089,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,1
9357,298.3,308.9,1646,25.4,46,0,0,0,0,0,0,2
8512,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,3
7128,300.6,310.0,1511,36.9,105,0,0,0,0,0,0,1
5567,302.5,312.0,1445,54.8,0,0,0,0,0,0,0,2
2890,300.6,309.7,1593,32.4,76,0,0,0,0,0,0,1
9611,299.0,310.2,1432,42.2,87,0,0,0,0,0,0,1
9733,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,2
9536,299.3,310.5,1818,26.0,102,0,0,0,0,0,0,1
4645,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,1
6014,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,3
6857,301.1,311.3,1622,35.6,34,0,0,0,0,0,0,1
6894,301.1,311.7,1408,46.3,135,0,0,0,0,0,0,1
5426,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,1
6004,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,1
7143,300.3,309.7,1582,30.8,144,0,0,0,0,0,0,3
9487,298.9,309.6,1583,39.8,202,0,0,0,0,0,0,1
240,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,2
5305,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,3
7252,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,3
679,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,1
4224,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,1
604,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,1
9717,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,1
9296,298.2,309.0,1524,39.1,100,0,0,0,0,0,0,3
5013,303.8,312.9,1594,35.2,69,0,0,0,0,0,0,2
7783,300.3,311.5,1667,28.8,56,0,0,0,0,0,0,1
1221,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,2
9633,299.1,310.1,1421,41.2,149,0,0,0,0,0,0,3
1335,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,1
1247,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,1
5984,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,3
6204,300.9,310.8,1519,34.9,73,0,0,0,0,0,0,2
958,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,1
7758,300.4,311.8,1689,30.8,196,0,0,0,0,0,0,1
3626,302.2,311.5,1360,53.0,36,0,0,0,0,0,0,2
2433,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,1
6760,301.5,310.9,1451,40.6,0,0,0,0,0,0,0,1
4891,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,2
8011,300.8,311.8,1427,43.3,180,0,0,0,0,0,0,1
5077,304.3,313.3,1775,24.9,39,0,0,0,0,0,0,1
3969,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,1
1462,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,1
9573,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,1
1733,298.4,308.0,1515,42.8,125,0,0,0,0,0,0,1
7992,301.1,312.3,1852,25.9,131,0,0,0,0,0,0,2
597,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,3
8772,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,1
3720,302.4,311.4,1508,41.2,60,0,0,0,0,0,0,2
967,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,2
9230,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,1
6594,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,1
3681,302.1,311.3,1453,45.1,174,0,0,0,0,0,0,2
7903,300.8,312.3,1435,44.8,134,0,0,0,0,0,0,1
7051,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,1
8037,300.7,311.8,1603,34.1,17,0,0,0,0,0,0,1
7014,300.5,310.5,1403,47.7,24,0,0,0,0,0,0,3
5486,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,1
222,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,1
8333,298.8,309.7,1477,48.5,138,0,0,0,0,0,0,2
2101,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,1
6446,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,2
560,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,1
2379,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,3
8954,297.3,308.0,1447,49.0,61,0,0,0,0,0,0,1
5407,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,1
8439,298.6,309.8,1637,34.6,207,0,0,0,0,0,0,1
8499,298.4,309.6,1655,30.2,146,0,0,0,0,0,0,1
5580,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,2
6958,300.6,311.0,1563,40.7,87,0,0,0,0,0,0,1
5070,304.2,313.1,1608,31.1,20,0,0,0,0,0,0,2
5066,304.1,313.1,1550,30.9,9,0,0,0,0,0,0,1
969,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,1
6417,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,1
8097,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,1
2955,300.7,309.5,1439,43.8,41,0,0,0,0,0,0,2
7112,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,1
1618,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,1
7485,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,1
3144,300.6,310.0,1478,36.3,95,0,0,0,0,0,0,2
9038,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,1
1950,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,2
1874,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,1
3307,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,2
9335,298.4,308.9,1501,50.0,203,0,0,0,0,0,0,1
9160,297.5,308.5,1671,28.0,158,0,0,0,0,0,0,3
1280,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,3
4202,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,1
7669,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,1
6850,301.0,311.2,1521,35.8,13,0,0,0,0,0,0,2
7762,300.3,311.5,1400,43.8,0,0,0,0,0,0,0,2
8817,297.3,308.6,1376,53.5,112,0,0,0,0,0,0,3
2246,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,1
6422,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,1
5593,302.6,311.9,1354,48.0,67,0,0,0,0,0,0,1
9365,298.0,308.6,1254,55.8,65,0,0,0,0,0,0,2
6047,300.9,311.0,1853,23.6,122,0,0,0,0,0,0,3
